id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,neighborhood,city
9212900260,20140527T000000,468000.0,2,1.0,1160,6000,1.0,0,0,4,7,860,300,1942,0,98115,47.69,-122.292,1330,6000,Wedgwood,Seattle
5101402488,20140624T000000,438000.0,3,1.75,1520,6380,1.0,0,0,3,7,790,730,1948,0,98115,47.695,-122.304,1520,6235,Wedgwood,Seattle
461000390,20140624T000000,687500.0,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,0,98117,47.6823,-122.368,1460,5000,Whittier Heights,Seattle
7589200193,20141110T000000,535000.0,3,1.0,1090,3000,1.5,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,Whittier Heights,Seattle
5200100125,20141027T000000,555000.0,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,Whittier Heights,Seattle
546000875,20140523T000000,460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,Whittier Heights,Seattle
7920100045,20140516T000000,350000.0,1,1.0,700,5100,1.0,0,0,3,7,700,0,1942,0,98115,47.679,-122.3,1010,5100,Wedgwood,Seattle
7899800890,20150226T000000,181000.0,2,1.5,720,5120,1.0,0,0,3,6,720,0,1954,0,98106,47.5218,-122.357,1150,2566,Highland Park,Seattle
7972601890,20141020T000000,385000.0,4,1.75,2360,7620,1.0,0,0,4,7,1180,1180,1955,0,98106,47.5278,-122.345,1910,7620,Highland Park,Seattle
7974200510,20140814T000000,415000.0,2,1.0,1070,4500,1.0,0,0,3,7,1070,0,1937,0,98115,47.6802,-122.29,1320,4465,Wedgwood,Seattle
7972600860,20141210T000000,345000.0,4,1.0,1550,7620,1.5,0,0,3,7,1550,0,1957,0,98106,47.5287,-122.35,1450,7620,Highland Park,Seattle
6844700810,20140901T000000,438924.0,3,1.5,1050,4590,1.0,0,0,3,7,850,200,1949,0,98115,47.6943,-122.29,1770,5400,Wedgwood,Seattle
7899800860,20150319T000000,259950.0,2,2.0,1070,649,2.0,0,0,3,9,720,350,2008,0,98106,47.5213,-122.357,1070,928,Highland Park,Seattle
461001615,20150225T000000,605000.0,2,1.75,1760,5000,1.0,0,0,4,7,940,820,1927,0,98117,47.682,-122.372,1530,5000,Whittier Heights,Seattle
1623300160,20140506T000000,450000.0,2,2.0,1100,3000,1.5,0,0,3,7,1100,0,1912,2005,98117,47.6797,-122.362,1390,4000,Whittier Heights,Seattle
880000189,20140811T000000,209000.0,3,2.0,1230,1340,2.0,0,0,3,7,1020,210,2003,0,98106,47.526,-122.361,1260,1312,Highland Park,Seattle
2115200125,20140919T000000,384000.0,4,1.75,2100,7135,1.0,0,0,4,7,1050,1050,1955,0,98106,47.5353,-122.349,1730,4000,Highland Park,Seattle
4302200695,20140828T000000,270000.0,2,1.0,1000,10320,1.0,0,0,3,6,1000,0,1943,0,98106,47.527,-122.356,1100,5160,Highland Park,Seattle
461004720,20150422T000000,563000.0,3,2.0,1380,5000,1.5,0,0,4,7,1380,0,1917,0,98117,47.6807,-122.369,1350,5000,Whittier Heights,Seattle
5309101200,20140605T000000,620000.0,4,2.25,2400,5350,1.5,0,0,4,7,1460,940,1929,0,98117,47.6763,-122.37,1250,4880,Whittier Heights,Seattle
7831800505,20150106T000000,200000.0,3,1.0,1230,4380,1.0,0,0,3,6,1230,0,1947,0,98106,47.5352,-122.361,1525,6026,Highland Park,Seattle
2112700030,20141126T000000,357000.0,5,2.75,1540,4000,1.0,0,0,3,7,1140,400,1990,0,98106,47.533,-122.354,1630,4000,Highland Park,Seattle
5309100140,20140624T000000,880000.0,4,2.5,3030,3841,3.0,0,0,3,9,3030,0,2005,0,98117,47.6781,-122.369,1080,4922,Whittier Heights,Seattle
2919702075,20140925T000000,532500.0,3,1.75,1620,3360,1.0,0,0,5,7,980,640,1927,0,98117,47.6886,-122.361,1400,3840,Whittier Heights,Seattle
6392001670,20140611T000000,588000.0,4,2.0,1680,5000,1.0,0,0,3,7,980,700,1950,0,98115,47.6858,-122.286,1680,6000,Wedgwood,Seattle
6844703240,20140702T000000,1075000.0,3,2.5,3280,10302,1.0,0,0,3,10,1680,1600,1970,0,98115,47.6948,-122.286,1550,6300,Wedgwood,Seattle
6392003490,20140723T000000,433500.0,3,1.0,1230,6000,1.0,0,0,4,7,780,450,1937,0,98115,47.6839,-122.281,1570,5000,Wedgwood,Seattle
3298700125,20140905T000000,280000.0,2,1.0,910,4662,1.0,0,0,5,6,910,0,1942,0,98106,47.5232,-122.354,890,6050,Highland Park,Seattle
546000400,20150422T000000,515000.0,5,2.5,1690,2402,1.5,0,0,3,7,990,700,1930,0,98117,47.6903,-122.38,1200,4005,Whittier Heights,Seattle
2919700885,20140826T000000,459000.0,4,2.0,1560,3840,1.0,0,0,4,6,960,600,1924,0,98117,47.6882,-122.365,1560,4800,Whittier Heights,Seattle
5363200200,20150402T000000,932800.0,5,3.25,2980,7095,2.5,0,0,3,9,2980,0,1998,2007,98115,47.6919,-122.294,1670,7140,Wedgwood,Seattle
7972600765,20140625T000000,352000.0,4,1.0,1530,8890,1.0,0,0,3,7,980,550,1925,0,98106,47.5308,-122.35,1100,5203,Highland Park,Seattle
8815400105,20140603T000000,500000.0,3,1.75,1620,4200,1.0,0,0,5,7,830,790,1945,0,98115,47.6743,-122.285,1580,5000,Wedgwood,Seattle
5101402482,20140724T000000,520000.0,4,2.0,2000,6380,2.0,0,0,4,6,1860,140,1949,0,98115,47.6956,-122.303,1600,6380,Wedgwood,Seattle
1513800036,20140516T000000,799000.0,4,3.25,3120,5000,2.0,0,0,3,9,2370,750,2005,0,98115,47.69,-122.299,2520,6000,Wedgwood,Seattle
2115200160,20140605T000000,445000.0,4,2.5,2340,3784,2.0,0,0,3,8,2340,0,2008,0,98106,47.535,-122.348,1730,4000,Highland Park,Seattle
2113700060,20141014T000000,400000.0,4,2.5,2350,3904,2.5,0,0,3,7,2350,0,1999,0,98106,47.5305,-122.351,1120,4000,Highland Park,Seattle
6844703410,20140924T000000,587500.0,4,2.25,1780,6120,1.0,0,0,3,8,1310,470,1951,0,98115,47.6955,-122.287,1780,6120,Wedgwood,Seattle
461002025,20150501T000000,501000.0,2,2.0,1300,2500,1.0,0,0,4,7,770,530,1926,0,98117,47.6831,-122.373,1160,5000,Whittier Heights,Seattle
1623300765,20140506T000000,469000.0,2,1.0,1030,4400,1.0,0,0,3,7,1030,0,1924,0,98117,47.681,-122.361,1400,4200,Whittier Heights,Seattle
7588700204,20140716T000000,520000.0,4,1.75,1240,4532,1.5,0,0,4,7,1240,0,1944,0,98117,47.6892,-122.378,1260,4468,Whittier Heights,Seattle
2113700335,20150408T000000,316500.0,3,1.75,1460,6360,1.0,0,2,3,7,1010,450,1979,0,98106,47.5311,-122.353,1400,4240,Highland Park,Seattle
434000030,20141219T000000,555000.0,3,2.0,2080,7020,1.0,0,0,4,7,1040,1040,1951,0,98115,47.6768,-122.285,1920,7000,Wedgwood,Seattle
461003251,20140801T000000,437000.0,3,2.25,1130,1221,2.0,0,0,3,8,1030,100,2004,0,98117,47.6799,-122.375,1300,5000,Whittier Heights,Seattle
7519000570,20141110T000000,545000.0,4,1.5,1370,3708,1.5,0,0,3,7,1370,0,1926,0,98117,47.6849,-122.363,2030,3708,Whittier Heights,Seattle
2113701200,20140912T000000,250000.0,2,1.0,670,4640,1.0,0,0,3,6,670,0,1943,0,98106,47.53,-122.351,870,4501,Highland Park,Seattle
2880100160,20141119T000000,1010000.0,4,3.5,3350,3752,2.0,0,0,3,9,2550,800,2007,0,98117,47.6782,-122.365,1050,4960,Whittier Heights,Seattle
5309100295,20141017T000000,782000.0,4,1.75,1500,6820,1.5,0,0,5,7,1500,0,1905,0,98117,47.6794,-122.37,1360,4125,Whittier Heights,Seattle
7697100030,20140929T000000,546800.0,4,1.5,1520,5910,1.0,0,0,3,7,1020,500,1946,0,98115,47.6904,-122.295,1710,5910,Wedgwood,Seattle
5652601455,20140623T000000,775000.0,4,2.5,2300,6158,2.0,0,0,3,9,2300,0,1999,0,98115,47.6943,-122.299,2170,6434,Wedgwood,Seattle
4302700445,20140923T000000,335000.0,4,1.75,1670,9472,1.0,0,0,3,7,1100,570,1960,0,98106,47.5299,-122.357,1080,5195,Highland Park,Seattle
6728700075,20140520T000000,575000.0,4,1.75,1280,6060,1.0,0,0,3,7,860,420,1926,0,98117,47.6805,-122.364,1490,4680,Whittier Heights,Seattle
9244900248,20140709T000000,737500.0,3,1.75,2320,10900,2.0,0,0,3,7,2320,0,1935,1974,98115,47.6877,-122.283,1610,5800,Wedgwood,Seattle
3298720030,20150417T000000,560000.0,4,1.75,2150,8555,1.0,0,2,4,7,1460,690,1982,0,98106,47.5344,-122.345,1480,7405,Highland Park,Seattle
5200100105,20140807T000000,620000.0,3,2.25,1660,3478,1.5,0,0,4,7,1100,560,1929,0,98117,47.6773,-122.372,1610,3478,Whittier Heights,Seattle
1232000810,20140912T000000,340000.0,3,2.5,1400,4800,1.0,0,0,3,7,1200,200,1921,0,98117,47.6865,-122.379,1440,3840,Whittier Heights,Seattle
1232000810,20150326T000000,537000.0,3,2.5,1400,4800,1.0,0,0,3,7,1200,200,1921,0,98117,47.6865,-122.379,1440,3840,Whittier Heights,Seattle
7518500885,20140519T000000,560000.0,4,1.0,1660,4690,1.5,0,0,3,7,1260,400,1945,0,98117,47.6829,-122.378,1400,3876,Whittier Heights,Seattle
5071401000,20140829T000000,779000.0,6,2.5,3250,12000,1.0,0,1,3,8,1800,1450,1966,0,98115,47.6935,-122.28,3490,10320,Wedgwood,Seattle
859000160,20141203T000000,375000.0,4,2.0,1720,2410,1.0,0,0,3,7,970,750,1930,2006,98106,47.5252,-122.361,1160,1404,Highland Park,Seattle
7974200820,20140821T000000,865000.0,5,3.0,2900,6730,1.0,0,0,5,8,1830,1070,1977,0,98115,47.6784,-122.285,2370,6283,Wedgwood,Seattle
2710600025,20141103T000000,697000.0,3,2.25,2420,5304,1.5,0,0,5,7,1640,780,1947,0,98115,47.6765,-122.285,1560,5304,Wedgwood,Seattle
5210200107,20141125T000000,700000.0,4,1.75,1730,6500,1.0,0,0,3,7,1250,480,1945,0,98115,47.6982,-122.282,1910,8100,Wedgwood,Seattle
9212900100,20150423T000000,425000.0,4,1.75,1820,6000,1.0,0,0,3,7,930,890,1942,0,98115,47.6872,-122.296,1590,6000,Wedgwood,Seattle
4302201130,20140508T000000,205000.0,2,1.0,720,5040,1.0,0,0,3,6,720,0,1955,0,98106,47.5267,-122.36,1357,5120,Highland Park,Seattle
7977201240,20150311T000000,1010000.0,4,3.5,3500,4080,2.0,0,2,3,9,2590,910,2004,0,98115,47.6834,-122.292,2430,5100,Wedgwood,Seattle
5071400485,20140807T000000,637000.0,3,2.0,1980,6000,1.0,0,0,4,7,1380,600,1958,0,98115,47.6921,-122.283,1260,6000,Wedgwood,Seattle
5652601425,20150423T000000,595000.0,4,2.5,2030,10722,1.0,0,0,3,7,1100,930,1967,0,98115,47.6955,-122.301,1610,9134,Wedgwood,Seattle
7518501390,20140617T000000,473000.0,2,1.0,900,5100,1.0,0,0,4,7,900,0,1909,0,98117,47.6804,-122.378,1400,5100,Whittier Heights,Seattle
7972601030,20150420T000000,426000.0,3,1.5,1380,7200,1.0,0,0,3,7,1080,300,1948,0,98106,47.5292,-122.348,1220,7200,Highland Park,Seattle
9212900820,20140828T000000,393820.0,2,2.0,1170,8251,1.0,0,0,3,7,1170,0,1941,0,98115,47.6873,-122.291,1360,6798,Wedgwood,Seattle
2028700265,20150115T000000,505000.0,2,1.75,1310,3816,1.0,0,0,2,7,1110,200,1929,0,98117,47.679,-122.368,1510,3816,Whittier Heights,Seattle
2877102345,20141027T000000,511718.0,2,1.75,1700,5000,1.0,0,0,3,6,850,850,1915,0,98117,47.6787,-122.363,1690,5000,Whittier Heights,Seattle
7518500855,20150504T000000,658600.0,4,2.0,1400,4690,1.5,0,0,4,7,1400,0,1945,0,98117,47.6826,-122.378,1400,4690,Whittier Heights,Seattle
2028700535,20150225T000000,855000.0,4,3.0,2550,5300,2.0,0,0,3,8,1720,830,1908,2013,98117,47.6786,-122.367,1590,4505,Whittier Heights,Seattle
5210200131,20140630T000000,491950.0,3,2.25,2090,10733,1.0,0,0,3,7,1440,650,1958,0,98115,47.6971,-122.281,1740,8100,Wedgwood,Seattle
7977201910,20150414T000000,553000.0,3,1.0,1330,5100,1.0,0,0,3,7,900,430,1942,0,98115,47.6837,-122.291,1500,5100,Wedgwood,Seattle
7518503200,20140701T000000,459500.0,2,1.0,1250,3825,1.0,0,0,3,7,850,400,1929,0,98117,47.6805,-122.38,1370,4998,Whittier Heights,Seattle
5363200266,20140623T000000,420000.0,3,2.0,1200,5029,1.0,0,0,3,6,880,320,1937,0,98115,47.6936,-122.294,1510,5854,Wedgwood,Seattle
7518502490,20141229T000000,515000.0,3,2.0,1690,5100,1.5,0,0,5,7,1690,0,1907,0,98117,47.6801,-122.38,1690,5100,Whittier Heights,Seattle
7518504291,20141215T000000,535000.0,2,1.0,1520,3360,1.0,0,0,4,7,830,690,1927,0,98117,47.6815,-122.382,1470,3774,Whittier Heights,Seattle
461005360,20141107T000000,697000.0,4,3.0,2820,2850,1.5,0,0,5,7,1860,960,1928,0,98117,47.6813,-122.367,1570,4500,Whittier Heights,Seattle
461004195,20141104T000000,457500.0,2,1.0,840,5000,1.0,0,0,4,7,840,0,1908,0,98117,47.6803,-122.371,1240,5000,Whittier Heights,Seattle
4302200535,20140506T000000,219000.0,2,1.0,900,5160,1.0,0,0,3,6,900,0,1952,0,98106,47.525,-122.356,900,5160,Highland Park,Seattle
2919701105,20141209T000000,422000.0,2,1.75,1320,2609,1.0,0,0,4,7,920,400,1938,0,98117,47.6878,-122.366,1200,4220,Whittier Heights,Seattle
2112700600,20150513T000000,415000.0,3,2.25,1640,5880,1.0,0,0,3,7,1240,400,1977,0,98106,47.5323,-122.351,1200,4760,Highland Park,Seattle
4302200336,20140707T000000,300000.0,3,1.0,930,5160,1.5,0,0,5,6,930,0,1919,0,98106,47.5256,-122.357,1060,5160,Highland Park,Seattle
7972601280,20150504T000000,495000.0,5,3.25,2500,7620,1.0,0,3,3,7,1250,1250,1962,0,98106,47.5298,-122.344,2020,7620,Highland Park,Seattle
5309100750,20150123T000000,580000.0,3,1.75,1460,2800,2.0,0,0,3,7,1460,0,1928,0,98117,47.6779,-122.371,1220,4062,Whittier Heights,Seattle
6844702290,20140527T000000,400000.0,2,1.0,1470,6120,1.0,0,0,2,7,1470,0,1940,0,98115,47.6914,-122.287,1840,6120,Wedgwood,Seattle
7977201707,20140523T000000,526000.0,3,1.75,1680,3420,1.0,0,0,3,7,960,720,1992,0,98115,47.6854,-122.291,1680,4080,Wedgwood,Seattle
461002551,20141004T000000,330600.0,1,1.0,580,1799,1.0,0,0,3,7,580,0,1908,2005,98117,47.6829,-122.375,1260,4000,Whittier Heights,Seattle
3298701066,20150506T000000,240000.0,3,1.0,1230,2353,1.5,0,0,4,6,1230,0,1925,0,98106,47.5177,-122.354,1280,1572,Highland Park,Seattle
438000025,20140513T000000,628000.0,4,2.0,2260,6000,1.0,0,0,3,8,1430,830,1958,0,98115,47.6876,-122.298,2030,5874,Wedgwood,Seattle
3298700110,20141109T000000,373000.0,3,2.5,2990,6771,1.0,0,0,3,7,1550,1440,2003,0,98106,47.5237,-122.353,1800,6771,Highland Park,Seattle
442000015,20140612T000000,445000.0,3,1.0,1050,5664,1.0,0,0,4,7,910,140,1947,0,98115,47.6897,-122.285,1500,5664,Wedgwood,Seattle
5309101050,20141126T000000,489950.0,3,2.0,1580,4010,1.0,0,0,4,7,790,790,1909,0,98117,47.6769,-122.371,1350,5350,Whittier Heights,Seattle
7899800864,20150305T000000,259950.0,2,2.0,1070,649,2.0,0,0,3,9,720,350,2008,0,98106,47.5213,-122.357,1070,928,Highland Park,Seattle
7977201865,20150421T000000,525000.0,2,1.0,1360,6120,1.0,0,0,3,7,1060,300,1947,0,98115,47.6841,-122.291,1800,5100,Wedgwood,Seattle
6844702690,20150427T000000,476500.0,3,1.0,1200,6120,1.0,0,0,4,7,950,250,1945,0,98115,47.6929,-122.287,1550,6120,Wedgwood,Seattle
3052700855,20140628T000000,470000.0,3,1.5,1500,5000,1.5,0,0,4,7,1140,360,1927,0,98117,47.679,-122.373,1500,5000,Whittier Heights,Seattle
439000090,20150323T000000,564500.0,4,2.25,1950,6000,1.0,0,0,3,7,1350,600,1961,0,98115,47.6909,-122.301,1980,6000,Wedgwood,Seattle
7972601270,20140530T000000,369000.0,3,2.0,1550,8509,1.0,0,0,3,7,1150,400,1959,0,98106,47.5299,-122.344,1840,7620,Highland Park,Seattle
7748000025,20150412T000000,575000.0,2,1.75,1230,5418,1.0,0,0,3,8,990,240,1949,0,98117,47.6839,-122.376,1330,5074,Whittier Heights,Seattle
7977200590,20150219T000000,700000.0,3,1.75,1640,4590,1.5,0,0,5,7,1640,0,1951,0,98115,47.6846,-122.294,1760,5100,Wedgwood,Seattle
3290800215,20140730T000000,535000.0,2,1.0,980,4120,1.0,0,0,3,7,830,150,1950,2014,98115,47.6815,-122.291,1760,4120,Wedgwood,Seattle
5210200077,20140619T000000,799000.0,4,2.5,2590,7910,2.0,0,0,3,9,2590,0,2001,0,98115,47.6978,-122.284,1700,7488,Wedgwood,Seattle
2114700115,20150407T000000,291700.0,3,2.5,1970,4120,1.5,0,0,3,6,1230,740,1927,0,98106,47.5328,-122.346,1470,4080,Highland Park,Seattle
7972601250,20150204T000000,360000.0,6,2.75,2850,15240,1.0,0,0,3,7,1850,1000,1962,0,98106,47.5288,-122.345,2090,7620,Highland Park,Seattle
859000110,20141002T000000,125000.0,1,1.0,500,7440,1.0,0,0,1,5,500,0,1928,0,98106,47.5252,-122.362,1350,7440,Highland Park,Seattle
4302200590,20150309T000000,375000.0,3,2.5,1770,5146,2.0,0,0,3,7,1770,0,1992,0,98106,47.5263,-122.356,1230,5160,Highland Park,Seattle
446000190,20141208T000000,849000.0,5,3.25,2450,6534,2.0,0,0,3,8,1770,680,1951,2014,98115,47.688,-122.281,1620,6534,Wedgwood,Seattle
7972601235,20150223T000000,325000.0,4,2.25,2460,7620,1.0,0,0,3,7,1230,1230,1969,0,98106,47.5285,-122.345,2090,7620,Highland Park,Seattle
6844702630,20141108T000000,450000.0,3,1.75,1160,6120,1.0,0,0,3,7,1040,120,1941,0,98115,47.6926,-122.287,1530,6120,Wedgwood,Seattle
4365700130,20150325T000000,210000.0,3,1.0,1660,7440,1.0,0,0,3,7,1270,390,1957,0,98106,47.5242,-122.362,1540,7440,Highland Park,Seattle
3298700426,20140709T000000,226550.0,3,1.0,990,4440,1.0,0,0,3,6,990,0,1943,0,98106,47.522,-122.354,990,6771,Highland Park,Seattle
7750500275,20140807T000000,397500.0,4,1.75,2220,4760,1.0,0,0,3,7,1320,900,1918,0,98106,47.5215,-122.348,940,4760,Highland Park,Seattle
5071400104,20140626T000000,690000.0,5,3.5,2720,7598,2.0,0,0,3,8,1860,860,1993,0,98115,47.6931,-122.283,2430,7728,Wedgwood,Seattle
7519000585,20150311T000000,520000.0,2,1.0,1250,3708,1.5,0,0,3,7,1250,0,1926,0,98117,47.685,-122.363,1430,3708,Whittier Heights,Seattle
7972600430,20150311T000000,355000.0,4,2.0,1870,3497,1.0,0,0,3,7,1200,670,1954,0,98106,47.5309,-122.347,1270,3497,Highland Park,Seattle
458000235,20150325T000000,525000.0,4,2.0,1540,3740,1.0,0,0,4,7,770,770,1946,0,98117,47.6886,-122.375,1090,5080,Whittier Heights,Seattle
2113701100,20140826T000000,294010.0,3,1.75,1550,4057,1.0,0,0,3,6,830,720,1945,0,98106,47.5291,-122.351,1100,4116,Highland Park,Seattle
7972600670,20140624T000000,339000.0,4,2.0,2470,5080,1.5,0,0,3,6,1970,500,1948,1988,98106,47.5308,-122.348,1060,5080,Highland Park,Seattle
2113700825,20140731T000000,172000.0,3,1.0,970,4700,1.0,0,0,4,6,720,250,1943,0,98106,47.5285,-122.354,1560,4600,Highland Park,Seattle
461004095,20140721T000000,514000.0,3,1.75,1620,5000,1.0,0,0,3,7,920,700,1954,0,98117,47.681,-122.372,1610,5000,Whittier Heights,Seattle
4172100050,20140825T000000,524950.0,3,1.75,1750,3250,1.5,0,0,4,7,1230,520,1929,0,98117,47.6807,-122.366,1480,3600,Whittier Heights,Seattle
7588700080,20150421T000000,925000.0,4,2.5,3350,4501,2.0,0,0,3,9,2640,710,2002,0,98117,47.688,-122.379,1000,4500,Whittier Heights,Seattle
4302201045,20140528T000000,150000.0,3,1.0,820,7680,1.5,0,0,3,6,820,0,1910,0,98106,47.528,-122.359,1470,6912,Highland Park,Seattle
8641500280,20140522T000000,270000.0,2,1.5,840,867,2.0,0,0,3,7,840,0,2005,0,98115,47.6955,-122.304,840,1322,Wedgwood,Seattle
7519001990,20141027T000000,361500.0,2,1.0,840,3860,1.0,0,0,4,6,840,0,1909,0,98117,47.6842,-122.365,1390,3860,Whittier Heights,Seattle
7977201845,20140514T000000,525000.0,3,1.75,1600,6120,1.5,0,0,3,7,1600,0,1924,0,98115,47.6847,-122.291,1670,4590,Wedgwood,Seattle
1623800440,20150417T000000,499922.0,3,2.0,1460,3000,1.0,0,0,4,7,940,520,1990,0,98117,47.682,-122.365,1460,3000,Whittier Heights,Seattle
5445300050,20150408T000000,672000.0,3,2.25,1130,4445,1.5,0,0,4,8,1130,0,1930,0,98117,47.6845,-122.375,1330,4445,Whittier Heights,Seattle
446000020,20140913T000000,439500.0,4,1.0,1360,5500,1.5,0,0,3,7,1360,0,1950,0,98115,47.6878,-122.285,1530,5790,Wedgwood,Seattle
2113700235,20140512T000000,360000.0,4,2.0,1730,5500,1.0,0,0,5,7,1010,720,1943,0,98106,47.5304,-122.353,1080,4900,Highland Park,Seattle
7519000170,20140723T000000,690000.0,3,2.5,1300,5150,1.5,0,0,4,7,1300,0,1920,0,98117,47.6838,-122.362,1400,4017,Whittier Heights,Seattle
2113700500,20141005T000000,250800.0,3,1.75,1290,4000,1.0,0,0,3,6,1170,120,1943,0,98106,47.5309,-122.354,1140,4000,Highland Park,Seattle
3438503140,20140918T000000,269000.0,1,1.0,1020,7920,1.0,0,0,3,7,1020,0,1947,1983,98106,47.5385,-122.355,1000,7168,Highland Park,Seattle
6844703135,20150312T000000,580000.0,4,1.5,1780,5100,1.0,0,0,3,7,1320,460,1953,0,98115,47.6944,-122.288,1880,5100,Wedgwood,Seattle
3491300052,20150409T000000,735000.0,4,2.25,2410,4250,1.5,0,0,5,7,1460,950,1929,0,98117,47.6849,-122.376,1360,5074,Whittier Heights,Seattle
7519001825,20150108T000000,455000.0,2,1.0,1070,5150,1.0,0,0,4,6,870,200,1908,0,98117,47.6853,-122.366,1520,3860,Whittier Heights,Seattle
